,x_a1,x_a2,y_a,X_b1,X_b2,y_b,X_c1,X_c2,y_c,X_bonus1,X_bonus2,y_bonus,X_otherbonus1,X_otherbonus2,y_otherbonus
0,-1.2111197355928605,-1.2985783217004936,0,0.8754892416554972,0.0009819991448326848,1,0.7124276066089116,-0.5437030053947576,1,2.4000492108283487,0.0009819991448326848,1,-0.3366185049306116,-0.5115772892532265,1
1,-0.30235595753064454,-0.3838725491458521,0,-0.5359265363613782,-0.6940284870941372,1,0.10021402127894635,0.1233859250572006,1,0.5851268975637587,-0.6940284870941372,1,0.5110559479310498,-0.6670048581046235,0
2,0.29273097403258175,1.125286607370401,1,0.884205021454922,-0.6558627087579674,0,0.9680316147830582,-0.6955759381349338,1,2.4210589363284356,-0.6558627087579674,0,0.6547730085131108,-0.41823576941547796,0
3,1.5076758265417411,1.363868538973148,1,-0.09644294125117747,-0.9341545824061874,0,1.4566996865629531,-0.7101325194153327,1,0.9080617089865578,-0.9341545824061874,0,-0.5076748562684646,-0.2855516549172439,1
4,-0.6468820705182723,2.775097503566551,1,-1.0082958586930948,0.18857133548075938,0,0.3629172740374485,0.7630352692163819,1,0.3648401893436487,0.18857133548075938,0,0.06344269136972262,0.7827341266636109,0
5,1.6098511596646092,2.3534170396020317,1,0.4499525956411095,-0.6006184130808062,1,1.121460996519592,0.018943170199657522,1,1.568237842418582,-0.6006184130808062,1,0.0895663226010807,-0.6663798212507164,1
6,0.8594434706347102,0.39893031512177674,1,-0.9374548135884899,-0.15860829294722167,0,1.7717235618671954,0.5787794273704607,1,0.3916233223295942,-0.15860829294722167,0,-0.15726459807198157,-0.7081782196789455,0
7,0.07986831938463446,1.0708299667570014,0,-0.49999604608235015,-0.5147499096616595,1,1.8652181156416743,0.6792574822065769,1,0.6065330578896552,-0.5147499096616595,1,0.19464246459092616,0.7807062275050112,0
8,2.4352349101076074,0.0744450988480147,1,-0.7548327313334569,-0.516735218493826,0,1.1612954608427841,-0.2445558290579189,1,0.4700892393548598,-0.516735218493826,0,-0.6176048670973207,-0.3090927981647511,1
9,0.47682349489844655,-0.806604475392691,0,0.8552578693626239,0.5840133010516829,0,0.6045924160566404,1.218908385310778,0,2.351980806173642,0.5840133010516829,0,0.12721256735374184,0.8571223254492941,0
10,1.391822307957895,0.18948988074644332,1,0.694533532447035,-0.6227852921623632,0,0.20169510330889837,0.18051192836897098,1,2.0027746266342183,-0.6227852921623632,0,-0.6775399536607832,-0.08803146862104488,1
11,-1.0724004740809856,-1.0739691418188615,0,-0.23960367977249583,1.0159293435300127,0,-0.6613047814889781,0.5042711412847869,0,0.7869396793852845,1.0159293435300127,0,0.01402468782272779,-0.6011336997833502,1
12,-0.7557901088667579,0.35434084644790853,0,0.7584856953654082,-0.2019183643655993,1,1.7915358107717503,0.2147286454979876,1,2.1350406693294386,-0.2019183643655993,1,-0.8221947330697766,-0.34502182146952737,0
13,0.983958409419641,-0.2847836319640418,1,-0.35958947033309874,-0.8989661570889386,0,0.4152195179323221,1.0510582624202816,0,0.6979628017001268,-0.8989661570889386,0,-0.78001903259901,-0.022175678853854776,0
